"","gq","gqtypeg","farm","ownershg","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","nsibs","relateg","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","incfarm","migrat5g","movedin","vetstat","value","rent","ftotinc","eldch","yngch","age","occscore","sei","inctot","incwage","incbus","incss","incwelfr","incother","poverty","binaryClass"
"1370","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","2","1","2","0","1","1","0","1","0","0","6","0","0","1","2","Child","Female","White","Never_married_single","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","15-29_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",4e+05,0,43500,99,99,21,24,44,5000,5000,0,0,0,0,245,"P"
"1382","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","0","1","1","0","1","0","0","7","0","0","1","2","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",137500,0,33000,99,99,11,0,0,0,999999,999999,99999,99999,99999,167,"P"
"6426","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","Grandchild","Male","White","Never_married_single","No_children","No_not_in_school","Grade_11","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","40-47_weeks","40_hours","Worked_current_yr","Yes","0","Moved_place_not_reported","0","No_Service",187500,0,44428,99,99,22,30,27,8200,8200,0,0,0,0,458,"P"
"5097","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","1","1","6","4","0","1","0","Spouse","Female","White","Married_spouse_present","4","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",999999,512,7000,13,7,45,0,0,0,0,0,0,0,0,42,"P"
"7927","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","3","1","0","1","0","Spouse","Female","White","Married_spouse_present","3","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes","0","Same_house","0","No_Service",187500,0,75121,38,38,66,19,17,3752,3752,0,0,0,0,501,"P"
"1441","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","2","1","7","4","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","2","No_Service",999999,487,44472,20,9,44,23,18,18928,18928,0,0,0,0,225,"P"
"6012","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","Partner_friend_visitor","Male","White","Divorced","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","60+_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",999999,625,35000,99,99,40,24,47,32000,32000,0,0,0,0,496,"P"
"1324","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","3","1","7","4","0","1","0","Parent","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",350000,0,54900,29,5,67,0,0,7500,0,0,0,7500,0,267,"P"
"2121","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","5","No_Service",225000,0,48000,99,99,30,32,39,30000,30000,0,0,0,0,501,"P"
"3779","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","3","1","0","1","0","Spouse","Female","White","Married_spouse_present","4","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes","0","Same_house","0","No_Service",187500,0,26009,41,41,59,24,44,3994,3994,0,0,0,0,268,"P"
"1416","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","Black_Negro","Divorced","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Same_house","8","No_Service",112500,0,10056,99,99,73,0,0,10056,0,0,8028,0,0,169,"P"
"8450","Institution","Institution_(1990)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Institutional_inmates","Female","White","Widowed","2__children","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",999999,0,999999,99,99,85,0,0,0,0,0,0,0,0,0,"P"
"8798","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1","1","Child","Female","Black_Negro","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",187500,0,35050,99,99,9,0,0,0,999999,999999,99999,99999,99999,351,"P"
"593","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","0","1","0","0","0","0","0","0","0","0","8","0","0","1","1","Sibling","Male","White","Married_spouse_absent","No_children","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",999999,625,59500,99,99,31,11,11,9000,9000,0,0,0,0,261,"P"
"6722","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,387,10950,99,99,0,0,0,0,999999,999999,99999,99999,99999,74,"P"
"8490","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Female","White","Divorced","1_child","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes","0","Same_house","6","No_Service",275000,0,55000,99,99,54,25,52,55000,50000,0,0,0,0,501,"P"
"7290","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","0","0","0","0","0","0","0","1","1","5","0","0","1","0","Spouse","Female","White","Married_spouse_present","3","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Same_house","0","No_Service",999999,337,16000,99,99,57,0,0,0,0,0,0,0,0,104,"P"
"2596","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","White","Divorced","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Unemployed","Yes_in_labor_force","Works_for_wages_salary","14-26_weeks","40_hours","Worked_previous_yr","Yes","0","Same_house","7","Yes",162500,0,15000,99,99,59,31,33,15000,15000,0,0,0,0,233,"P"
"7806","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","7","1","1","0","1","0","0","4","0","0","1","1","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Private_school_(19601990)","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",137500,0,47000,99,99,13,0,0,0,999999,999999,99999,99999,99999,374,"P"
"6910","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","2","1","0","0","0","0","0","0","1","2","8","3","0","1","0","Spouse","Male","Black_Negro","Married_spouse_present","No_children","No_not_in_school","Grade_11","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",112500,0,53976,26,21,48,25,15,9600,9600,0,0,0,0,243,"P"
"3229","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","White","Divorced","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Self-employed","50-52_weeks","15-29_hours","Never_worked","Yes","0","Same_house","7","Yes",350000,0,25000,99,99,60,46,84,25000,0,25000,0,0,0,388,"N"
"3743","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","1","0","1","0","1","0","0","0","0","0","6","0","0","1","4","Child","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",225000,0,44641,99,99,24,23,45,16000,16000,0,0,0,0,256,"P"
"487","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1","0","Child","Male","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",999999,412,18300,99,99,11,0,0,0,999999,999999,99999,99999,99999,183,"P"
"8278","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","2","1","1","0","0","0","0","0","0","0","0","13","0","0","1","0","Grandchild","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,875,50100,99,99,1,0,0,0,999999,999999,99999,99999,99999,184,"P"
"8764","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","Spouse","Female","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",275000,0,113477,99,99,45,25,52,38477,38477,0,0,0,0,501,"P"
"7208","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Female","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,725,26800,99,99,0,0,0,0,999999,999999,99999,99999,99999,181,"P"
"2124","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Female","White","Never_married_single","No_children","Yes_in_school","None_or_preschool","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,312,39600,99,99,6,0,0,0,999999,999999,99999,99999,99999,268,"P"
"1553","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1","1","Child","Male","Black_Negro","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","0","No_Service",999999,387,37000,99,99,22,33,34,12000,12000,0,0,0,0,371,"P"
"2874","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Male","Black_Negro","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,212,5700,99,99,2,0,0,0,999999,999999,99999,99999,99999,39,"P"
"3","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","1","1","1","1","0","1","2","0","1","0","0","5","0","0","1","2","Child","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,725,23008,99,99,2,0,0,0,999999,999999,99999,99999,99999,155,"P"
"1399","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","Other_non-relatives","Female","White","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","48-49_weeks","35-39_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",999999,675,24700,99,99,62,27,72,10000,10000,0,0,0,0,155,"P"
"117","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","2","1","0","0","0","0","0","0","0","4","1","7","0","0","1","0","Sibling-in-Law","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force","Self-employed","14-26_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",999999,875,16760,99,99,44,22,18,2880,0,2880,0,0,0,83,"N"
"8681","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","Black_Negro","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Self-employed","50-52_weeks","60+_hours","Never_worked","Yes","0","Same_house","5","Yes",999999,512,120001,99,99,52,34,49,120001,130000,-9999,0,0,0,501,"P"
"6337","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","3","0","0","1","0","Child","Female","Other_Asian_or_Pacific","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,625,12000,99,99,2,0,0,0,999999,999999,99999,99999,99999,120,"P"
"3673","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Female","White","Divorced","2__children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Same_house","5","No_Service",999999,875,8758,99,99,71,0,0,8758,0,0,8758,0,0,147,"P"
"8368","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Self-employed","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","6","Yes",350000,0,62900,99,99,56,31,40,37900,0,36000,0,0,0,501,"P"
"8578","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","2","1","6","4","0","1","0","Head_Householder","Male","Other_Asian_or_Pacific","Married_spouse_present","No_children","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Self-employed","50-52_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","2","No_Service",999999,625,2858,20,14,57,17,11,1063,0,598,0,465,0,16,"P"
"2746","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","2","1","7","3","0","1","0","Head_Householder","Male","Other_Asian_or_Pacific","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","6","No_Service",137500,0,117252,24,19,57,31,33,41480,41480,0,0,0,0,501,"P"
"1603","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","0","Child","Female","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","27-39_weeks","40_hours","Never_worked","Yes","0","Same_house","0","No_Service",999999,362,44445,99,99,18,14,26,4200,4200,0,0,0,0,347,"N"
"3568","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","2","2","2","0","0","0","0","0","0","5","1","6","1","0","1","0","Parent","Female","Other_Asian_or_Pacific","Married_spouse_present","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",999999,575,65000,38,38,65,0,0,0,0,0,0,0,0,373,"P"
"2971","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","3","0","0","1","0","0","0","0","0","0","0","0","3","2","0","3","0","Other_non-relatives","Male","White","Married_spouse_absent","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","15-29_hours","Never_worked","Yes","0","Same_house","0","No_Service",999999,675,38400,18,16,38,20,9,5760,5760,0,0,0,0,130,"P"
"2882","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","1","2","1","0","0","0","0","0","0","1","1","7","4","1","1","1","Spouse","Female","White","Married_spouse_present","4","No_not_in_school","Grade_12","Not_enrolled","Unemployed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_2_yrs_prior","No","0","Moved_place_not_reported","0","No_Service",999999,675,15600,10,0,34,17,13,0,0,0,0,0,0,81,"P"
"7391","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","2","1","1","2","7","1","1","0","1","0","0","9","0","0","1","3","Child","Female","Other_Asian_or_Pacific","Never_married_single","No_children","Yes_in_school","Grade_9","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",275000,0,118674,99,99,15,0,0,150,999999,999999,0,0,150,436,"P"
"5223","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","5","1","1","1","0","0","0","0","0","0","4","5","5","3","0","3","0","Other_non-relatives","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_5-8","Not_enrolled","Unemployed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_2_yrs_prior","No","0","Moved_place_not_reported","0","No_Service",999999,675,8840,23,16,55,23,18,0,0,0,0,0,0,98,"P"
"2700","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","1","0","1","0","1","0","0","0","0","0","8","0","0","1","6","Child","Male","Black_Negro","Never_married_single","No_children","Yes_in_school","None_or_preschool","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",999999,362,15189,99,99,6,0,0,0,999999,999999,99999,99999,99999,75,"P"
"6626","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","1","0","0","0","0","0","0","0","0","0","4","3","2","1","0","Head_Householder","Female","White","Never_married_single","3","Yes_in_school","1_to_3_years_of_college","Public_school","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Moved_place_not_reported","2","No_Service",999999,137,9888,6,3,24,0,0,9888,0,0,0,0,9888,78,"P"
"6945","Other_group_quarters","Non-institutional_GQ_(1940_1950_1990)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Other_non-relatives","Female","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,0,999999,99,99,13,0,0,0,999999,999999,99999,99999,99999,0,"P"
"6299","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","1","0","1","2","0","1","0","0","5","0","0","1","2","Child","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,875,23299,99,99,2,0,0,0,999999,999999,99999,99999,99999,157,"P"
"8211","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","1","No_Service",999999,875,15000,99,99,27,25,19,15000,15000,0,0,0,0,233,"P"
"4228","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","1","No_Service",999999,437,8160,99,99,21,23,18,8160,8160,0,0,0,0,126,"N"
"60","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","Head_Householder","Female","Black_Negro","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","40_hours","Worked_previous_yr","Yes","0","Same_house","6","No_Service",225000,0,44456,99,99,48,30,24,33728,24000,0,3828,0,0,501,"P"
"2246","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","3","1","0","1","0","Spouse","Female","White","Married_spouse_present","5","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Moved_place_not_reported","0","No_Service",4e+05,0,89800,17,17,48,0,0,0,0,0,0,0,0,501,"P"
"6363","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","3","1","0","0","5","0","0","1","2","Child","Male","White","Never_married_single","No_children","Yes_in_school","Grade_1-4","Private_school_(19601990)","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,1000,54197,99,99,9,0,0,0,999999,999999,99999,99999,99999,366,"P"
"6146","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","1","1","4","2","0","1","0","Spouse","Female","White","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","1-13_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","0","No_Service",999999,575,6500,7,5,42,23,23,500,200,0,0,0,0,52,"P"
"529","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","Partner_friend_visitor","Female","Black_Negro","Divorced","1_child","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","0","No_Service",350000,0,25000,99,99,40,17,13,15000,15000,0,0,0,0,233,"P"
"7569","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","Spouse","Female","White","Married_spouse_present","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","48-49_weeks","15-29_hours","Never_worked","Yes","0","Same_house","0","No_Service",137500,0,40000,99,99,64,22,60,10000,10000,0,0,0,0,482,"P"
