"","grain_screened","proof_on_ctd_ink","paper_type","ink_type","solvent_type","type_on_cylinder","press_type","press","cylinder_size","paper_mill_location","plating_tank","band_type","unit_number","proof_cut","viscosity","ink_temperature","humifity","roughness","blade_pressure","varnish_pct","press_speed","ink_pct","solvent_pct","ESA_Voltage","ESA_Amperage","wax","hardener","roller_durometer","current_density","anode_space_ratio","chrome_content"
"527","2","3","2","1","1","2","1","816","2","3","1911","band",9,45.0443419880267,56,17,75,0.75,25,6.09844582160348,1600,54.5666764501088,37.8059019169603,1.07137399485983,0.0397830352602076,2,1,35.1276324526579,5,103.125,2
"30","2","3","4","1","1","2","4","815","4","3","1911","noband",2,37,44,16,90,0.75,28,20,2050,45,35,0,0,2.4,0.8,35,5,107.4,3
"459","2","3","2","1","1","2","4","815","4","3","1910","band",2,40,63,15.8,80,0.75,30,10.5,2000,52.6,36.9,0,0,3,1,33,5,109.7,3
"245","3","3","4","3","3","2","2","813","2","3","1911","noband",5,50,56,14.6,74,0.75,30.8175339701495,7.5,1400,53.8,38.7,0,4,2.4,0.8,40,5,96.8,3
"381","2","3","4","1","1","2","4","816","4","3","1910","noband",2,70,43,18.1,78,0.5,28,14.4,2125,48.1,37.5,5,0,3,0.9,33,5,100,3
"532","2","3","4","3","1","1","3","828","4","3","1911","band",2,45.5014656823582,53.6885310915383,16,83,0.779783985558249,28,5.16985918725822,2400,59.5009311790382,41.2462911278137,2.15080502973985,0.0123882205900087,2.5,1,34.7177348303541,5,112.5,3
"503","2","3","3","3","1","2","3","821","4","3","1910","band",2,47.4193398884099,63,15.5,79,0.625,35,6.32441841971705,1760,57.8664283968162,40.0941959623843,1.23097006515677,0.0391982970943387,2.4,1,36.905814474788,5,106.25,3
"362","3","3","4","3","1","2","3","821","4","3","1910","band",7,50,43,17,72,0.625,30,14.3,1600,47.6,38.1,0,0,2.5,1,34,5,96.77,3
"196","2","3","4","1","1","1","3","827","4","1","1910","noband",2,40,48,15,75,1,30,0,1720,61.7,38.3,0,0,2.5,3,33,2,103.2,3
"384","2","3","2","1","1","2","4","815","4","1","1910","band",2,32,45,14,94,0.625,25,0,1800,66.7,33.3,0,0,2.1,1,30,5,100,3
"521","2","3","4","3","1","2","3","824","4","3","1910","band",2,46.0766612150874,45,17,84,0.8125,27,5.94964651407511,1865,57.0934291277919,39.5628694836602,1.40723858174462,0.0325960214548402,1.5,0.7,35.7094059040998,5,109.1,2
"486","3","3","4","1","1","2","3","821","4","3","1911","band",7,40,40,14.5,72,0.625,34,5.5627518875185,1620,51.8107721833287,35.8998504926624,1.16841966074784,0.0330059338805383,2.5,1.3,32.8017771641006,5,102,3
"155","2","3","2","1","1","2","4","816","4","3","1910","noband",9,32,56,15.03,79,0.3125,28,5.3,2244,52.6,42.1,0,0,1.8,0.5,30,5,106.45,3
"286","2","3","2","1","1","1","4","815","3","1","1911","noband",2,45,54,14,90,0.75,30,0,2000,58.8,41.2,0,0,3,1,33,5,103.3,3
"11","3","3","4","3","1","2","3","821","4","3","1911","band",2,50,50,14,80,0.75,40,10.5,1700,52.6,36.8,0,0,2.5,1,38,5,105,3
"180","2","3","2","1","1","1","3","827","3","1","1910","noband",2,40,41,14,79,0.75,20,0,1530,61.7,38.3,5,0,3.1,1.8,33,2,96.9,3
"200","3","3","4","3","1","2","1","802","2","3","1910","noband",2,72,54,14.5,82,0.75,50,2.2,1900,56.7,41.6,0,0,3,0.9,40,2,100,3
"472","3","3","4","3","1","2","3","821","4","3","1911","band",7,40,47,14.5,85,0.75,25,10.5,1850,52.6,36.9,2,0,0,0,34,5,110,3
"49","2","3","4","3","1","2","4","816","4","4","1911","noband",9,40,46,15.9,78,0.5,34,2.4,2000,61,36.6,0,0,2.4,1.3,35,5,103.22,3
"465","3","3","4","2","1","1","4","816","2","3","1911","band",2,50,47,15,80,0.625,28,0,1750,59,41,0,0,1,1,38,5,91.89,3
"537","2","3","3","1","1","2","3","827","4","3","1910","band",2,43.083157602108,49.7553406112467,16.5,70,1,34,5.36197431829499,1903,54.2737379973861,37.6132830441369,1.53280576895015,0.0248332667588146,2.7,2.8,33.2338112687054,5,108,3
"304","3","3","4","3","1","2","2","813","2","3","1911","noband",1,40,54,15,70,0.648580125421948,32.2403658651181,10,-148.237799130092,50,40,0,0,2.5,0.8,60,1,100,3
"295","3","3","4","3","1","1","3","828","4","3","1910","noband",2,45,56,14.9,85,1,30,17.3,1600,48.1,34.6,0,0,2.8,1,40,3,100,3
"127","2","2","2","1","1","2","3","824","4","1","1911","noband",2,35,56,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,5,100,3
"121","2","3","2","1","1","1","4","815","4","1","1910","band",2,35,56,15.3,80,0.75,20,0,1900,76.9,23.1,0,0,2.5,1.25,33,5,106.66,3
"520","2","3","4","3","1","2","1","816","4","3","1910","band",2,47.8670882300254,47,16.5,86,0.25,32.7406193770835,6.41775812118001,1750,58.2641217182052,40.3690148596257,1.20632012995136,0.0405120654919219,2.1,2.1,37.2803063521777,5,109.6,2
"429","3","3","4","3","1","2","3","821","4","3","1911","band",2,52,52,16,78,0.75,30,14.1,1250,50.5,53.4,0,0,3,0.9,34,5,103.22,3
"58","3","3","4","3","1","2","3","821","4","3","1911","band",7,50,46,14.6,60,0.625,25,10.5,1750,52.6,36.8,2,0,2.4,0.8,28,5,96.97,3
"2","3","3","4","1","1","2","4","815","2","3","1910","noband",9,62,40,16,80,0.741971890491697,30,6.5,1850,53.8,39.8,0,0,2.8,0.9,40,5,103.87,3
"96","2","3","2","1","1","2","3","824","4","1","1910","noband",2,50,43,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,5,103.125,3
"258","2","3","2","1","1","2","3","828","4","1","1910","noband",10,50,61,13,72,1,41,0,2350,58.8,41.2,2.10635458608291,0,2,1,30,3,105.2,3
"391","2","3","4","1","1","2","3","828","4","4","1910","noband",2,45,41,15.8,78,1,40,0,2300,62.5,37.5,4,0,2.5,1.4,35,5,100,3
"74","3","3","4","3","1","2","2","813","2","3","1910","noband",1,52,45,15.3,72,0.75,31.2322490467598,12.4,1600,51.5,36.1,0,0,2.5,1,40,5,109.67,3
"99","2","3","2","1","1","2","3","824","4","1","1911","noband",9,35,48,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,5,103.22,3
"250","3","3","2","1","1","2","2","813","2","3","1911","noband",10,55,56,15,87,0.75,32.874896476541,0,1250,62.5,37.5,0,0,2.5,1,40,5,96.8,3
"533","2","3","4","3","1","2","3","828","4","3","1911","band",9,45.4311457007998,60,14.9,76,1,30,5.03082756164549,2500,59.9885241345511,41.5869579145049,2.28885349880501,0.00869127206902238,0.5,0.5,34.5626864275345,5,112.5,3
"342","3","3","4","3","1","2","3","821","4","3","1911","band",7,47,54,14,65,0.625,25,16.1,1500,44.6,39.3,4,0,2.5,1,34,5,114.29,3
"389","2","3","4","1","1","2","3","827","3","3","1910","noband",2,45,42,14,75,1,20,11.2,1800,51,37.8,8,0,2.5,1,35,5,100,3
"323","2","3","4","1","1","1","4","815","4","3","1910","band",1,55,50,14,80,0.625,32,8,2000,60,32,0,0,2.5,0.9,35,5,93.55,1
"91","2","3","2","1","1","2","3","828","4","3","1911","noband",9,40,49,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,5,100,3
"297","2","3","2","1","1","2","3","828","4","1","1910","noband",2,57,57,15.3,84,1,30,19,2400,47.6,33.3,0,0,3,1,33,5,93.75,3
"324","2","3","4","1","1","2","4","815","4","3","1910","band",1,55,48,14.5,76,0.5,30,8,2000,60,32,0,0,2.5,1,35,5,93.55,1
"404","2","3","4","1","1","1","1","802","2","3","1910","noband",7,32,42,16,70,0.625,48,0,1350,63.9,36.1,0,0,3,1,34,5,100,3
"52","2","2","2","1","1","1","3","824","4","1","1910","noband",2,40,46,15,68,0.75,28,0,1700,58.8,41.2,0,0,1,1,33,5,103.22,3
"138","2","3","4","1","1","2","3","828","4","4","1910","noband",2,47,68,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,5,106.45,3
"192","2","3","2","1","1","2","4","816","3","1","1911","noband",9,37,54,14.5,80,1,20,10.9,2400,54.3,34.8,0,0,2.5,0.4,30,5,103.3,3
"7","2","3","2","1","1","2","3","827","4","1","1911","noband",9,50,46,16.5,75,0.75,28,0,2600,62.5,37.5,6,0,2.5,1.1,30,5,106.67,3
"113","2","2","2","1","1","2","3","824","4","1","1910","noband",9,47,67,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,5,103.125,3
"417","3","3","4","3","1","2","4","815","2","3","1911","band",2,62,52,15,78,0.75,28,5.9,1400,58.8,35.3,4,0,2.5,0.8,40,5,103.22,3
"28","2","3","2","1","1","1","3","828","4","1","1911","band",2,35,42,15,75,0.75,30,0,2100,58.8,41.2,0,0,2,0.8,30,5,107.4,3
"386","3","3","4","3","1","2","1","802","2","3","1911","band",2,40,46,15,70,0.75,50,0,1800,53.9,46.1,0,0,2.5,1,40,5,100,3
"69","2","3","2","3","1","2","2","813","2","3","1910","noband",9,35,45,14.1,65,1,30.2307277770616,0,1500,59.5,40.5,0,0,2.6,1,40,5,109.67,3
"447","3","3","4","3","1","2","1","802","3","3","1910","noband",2,45,58,17,72,0.75,30.6470225043048,3.2,1470,53.8,43,0,0,3,1,34,5,100,3
"444","3","3","4","3","1","2","1","802","2","3","1910","noband",2,60,60,15,80,0.75,50,10.4,1380,47.2,42.5,0,0,3,1,38,5,106.5,3
"267","2","3","2","1","1","2","3","828","4","3","1910","noband",2,40,54,15.2,88,0.875,31.913220440428,5.9,2300,49.5,44.6,8,0,2.5,1,33,3,111.1,3
"218","2","3","2","1","1","2","3","827","4","1","1910","noband",2,30,58,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,3,100,3
"219","3","3","2","3","1","1","4","815","4","1","1910","noband",9,52,54,16.3,90,0.75,38,0,1800,62.5,38.5,0,0,2.9,1.1,33,3,100,3
"5","3","3","4","3","1","2","4","816","2","3","1910","noband",2,50,40,16.8,76,0.4375,28,8.6,1467,53.8,37.6,5,0,2.5,0.8,40,5,103.87,3
"490","2","3","2","1","1","2","4","815","4","3","1910","band",2,55,51,16.4,78,0.5,29,5.80451253778595,1800,55.4525959410661,38.425474860622,1.34963074383649,0.0322006464168971,1.5,1,34.7457890889204,5,100,3
"156","2","3","2","1","1","2","3","828","4","1","1910","noband",2,40,56,17,82,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,5,103.22,3
"87","3","3","4","3","1","1","3","821","4","3","1910","band",7,55,49,12.5,70,0.625,30,5.6,1750,55.6,38.9,0,0,2.5,0.9,34,5,106.66,3
"246","3","3","4","3","3","2","2","813","2","3","1911","noband",1,57,56,13.8,73,0.75,31.1784273258669,4.4,1400,52.7,42.9,0,0,2,0.5,40,5,96.8,3
"460","2","3","2","1","1","2","4","815","2","3","1910","band",9,40,60,14.5,85,1,35,0,1250,58.8,41.2,2,0,1.5,1,30,5,100,3
"494","2","3","4","1","1","2","3","827","3","3","1911","band",2,47,53,17,80,0.625,20,5.80893775051062,1850,56.1124358491429,38.8836559815257,1.40860491592113,0.031230165141162,2,1.5,35.002594646617,5,105.7,3
"273","2","3","2","1","1","2","4","816","4","1","1910","noband",2,45,53,15.2,78,1,31.0205799499474,13.3,2150,51,35.7,2,0,2.5,1.1,30,3,111.1,3
"374","3","3","4","3","1","1","1","802","2","3","1910","band",7,40,45,13.6,90,0.75,45,0,1386,62.5,37.5,0,0,3,0.7,40,5,96.77,3
"122","3","3","4","3","1","1","3","821","4","3","1911","band",7,55,56,15,84,0.625,25,16.7,1850,52.1,31.3,4,0,2,0.6,34,5,103.125,3
"119","2","3","2","1","1","2","4","815","4","1","1911","band",2,50,60,13.6,86,1.125,28,0,1500,64.1,35.9,0,0,2.5,1,33,5,106.45,3
"207","3","3","4","3","1","1","3","821","4","3","1911","noband",7,40,54,14.1,80,0.707280376483955,20,24.8,1850,41.3,33.9,3,0,2.5,0.8,40,5,103.3,3
"181","2","3","2","1","1","2","4","815","4","1","1910","noband",9,45,42,15,76,0.75,30,0,2220,58.8,41.2,0,0,2.5,1,30,3,100,3
"358","2","3","2","1","1","2","4","816","4","3","1910","band",9,35,43,13,75,0.75,28.9875392008232,0,2000,62.5,37.5,0,0,2.5,1.1,30,5,100,3
"179","3","3","4","3","3","2","4","815","2","3","1911","band",9,52,54,16,82,0.875,22,15.8,900,49.5,34.7,0,0,2.5,1,50,5,96.7,3
"331","2","3","2","1","1","2","4","815","3","1","1910","noband",9,30,48,15,88,0.75,35,7.7,-31.3367147516018,57.7,34.6,0,0,2.8,0.8,30,5,100,1
"303","2","3","4","1","1","2","3","824","4","3","1910","noband",9,45,55,16.1,82,0.75,30,0,2400,58.8,41.2,0,0,2,0.8,30,7,93.75,3
"131","2","3","4","1","1","2","3","827","4","3","1911","noband",9,37,59,16,75,0.75,20,4.3,-24.8091937417622,54.3,41.3,0,0,2.5,1.5,33,5,106.45,3
"241","3","3","4","3","1","1","4","815","2","3","1910","band",2,50,58,13.5,100,0.75,35,0,1750,55.5,44.5,3,0,2.7,0.5,40,3,100,3
"191","3","3","4","3","1","2","1","802","2","3","1910","band",2,47,52,14.3,98,0.75,55,11.7,1600,53.2,35.1,0,0,3,1,40,2,100,3
"371","2","3","2","1","1","2","3","827","3","1","1910","noband",9,45,42,14,80,0.631876277570478,20,7.6,-51.4240292478294,54.3,38.1,0,0,2.70513073242236,1.00271856000735,30,5,101.67,3
"46","2","3","2","1","1","2","3","824","4","3","1910","noband",2,50,43,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,5,103.22,3
"36","2","3","2","1","1","2","4","815","3","1","1910","band",2,45,38,15,80,0.625,30,7,1600,58.1,34.9,0,0,2.5,1.5,30,5,103.22,3
"340","2","3","2","1","1","2","3","821","4","1","1911","band",7,30,52,16.5,80,0.625,40,0,1800,58.1,41.9,1,0,2.5,0.4,35,5,107.4,3
"516","2","3","2","1","1","2","4","802","3","3","1910","band",7,47.2976362482335,40,14.5,70,0.75,60,6.94698373218488,1250,54.8927555453685,38.0198896951216,0.538654775385039,0.0570260840548282,2,1.5,37.305365539952,5,112.5,3
"18","3","3","4","3","1","2","2","813","2","1","1910","noband",5,60,38,16.4,64,0.75,29.7075057354089,11,1400,54.9,34.1,0,0,2.5,1,32,5,103.22,3
"188","3","3","4","3","3","2","4","816","4","3","1910","band",9,45,49,16,72,0.375,38,15,1650,50,35,0,0,2.5,0.2,38,2,96.9,3
"149","2","3","2","1","1","1","3","824","4","1","1911","noband",9,50,60,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,5,110,3
"102","2","3","4","1","1","2","2","813","2","3","1910","noband",1,40,44,15,68,0.75,29.4522143663878,0,1750,58.8,41.2,0,0,2.7,0.7,35,5,103.125,3
"492","2","3","2","1","1","2","4","816","4","3","1910","band",2,47,50,17,70,0.5,30,5.16045433170531,2000,54.3720807657482,37.6845412176611,1.6758152499608,0.0204549749759211,2.2,0.7,32.7821768415412,5,103.225,3
"143","2","3","2","1","1","2","3","824","4","1","1911","noband",2,47,60,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,5,110,3
"59","3","3","4","3","1","2","3","827","4","5","1910","band",2,40,47,24.5,78,0.875,30,8.8,2100,54.9,36.3,16,0,2.3,1,40,5,100,3
"61","3","3","4","3","1","2","3","827","4","5","1910","noband",2,40,39,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,5,103.22,3
"274","2","3","2","1","1","2","4","816","4","1","1910","noband",9,35,53,14.7,80,1,30.9760286402864,5.5,2150,55.6,38.9,0,0,2.5,0.4,30,3,111.1,3
"8","3","3","4","3","3","2","1","802","2","3","1910","band",7,50,45,12,70,0.75,60,0,1650,60.2,39.8,1,0,3,1,40,5,103.22,3
"522","2","3","2","1","1","2","1","816","2","3","1911","band",2,46.1878359348654,52,16,75,0.3125,25,6.4309546834443,1500,55.1660314467121,38.2172567707523,0.906869627260491,0.0457800989692812,2.5,0.6,36.1568724381974,5,109.1,3
"42","2","3","2","1","1","2","3","824","4","1","1910","noband",9,50,43,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,5,103.22,3
"512","2","3","3","2","1","2","1","816","2","3","1910","band",2,44.7708102761273,53,14.2,72,1,28,6.0491340093144,1600,54.2896257409659,37.6142200781481,1.0781150850835,0.0391968319503033,2.7,1.5,34.9048190269299,5,106.1,3
"504","2","3","2","1","1","2","1","816","2","3","1910","band",9,47.7842275887235,67,15.1,80,0.75,28,6.36492251054222,1780,58.3478018847059,40.4279054616938,1.24924745425081,0.0392708578062026,2.5,1,37.1834863236761,5,106.25,3
"353","3","3","4","3","1","1","3","828","4","3","1910","band",2,65,43,16,78,0.75,30,12,2100,46.3,41.7,0,0,2,1,40,5,100,3
"206","2","3","2","1","1","2","4","815","2","1","1910","noband",2,40,54,15,88,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,2,100,3
"433","2","3","4","1","1","2","4","816","2","3","1911","noband",9,47,65,14,80,0.5,27,11.5,1725,52.1,36.4,3,0,3,0.9,34,5,103.125,3
"170","2","3","4","1","1","2","3","827","4","3","1910","band",9,42,58,15,76,1,20,5.4,2000,54.3,40.2,0,0,2.5,1,35,5,103.33,3
"479","3","3","4","3","1","2","1","802","2","3","1911","band",7,50,62,11.2,80,0.759772396592284,50,0,1570,58.8,41.2,0,0,3,1,38,5,103.23,3
"312","3","3","4","3","1","1","1","802","2","3","1911","noband",7,60,50,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,0,2.5,1,40,5,100,3
"37","3","3","4","3","1","2","4","816","4","3","1911","noband",2,40,43,16,96,1,28,0,1500,58.8,41.2,2,0,3,0.8,40,5,103.12,3
"453","2","3","2","1","1","2","3","828","4","3","1910","noband",9,35,59,16.1,84,0.749646225224472,30,0,2500,55,45,0,0,2.5,1.1,30,5,100,3
"507","2","3","3","3","1","2","3","821","3","3","1911","band",7,44.1278364763497,60,14.8,80,0.625,25,5.61729829592265,1850,55.0355805281845,38.1386164763019,1.43478775356836,0.0289522717851427,2.5,1,34.136620237712,5,96.9,3
