"","surgery","Age","rectal_temperature","pulse","respiratory_rate","temp_extremities","peripheral_pulse","mucous_membranes","capillary_refill_time","pain","peristalsis","abdominal_distension","nasogastric_tube","nasogastric_reflux","rectal_examination","abdomen","packed_cell_volume","total_protein","outcome","surgical_lesion"
"354","yes","adult",38.0532952287471,36,12,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_normal","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",44,28.1841282390367,"lived","yes"
"315","no","young",38,92,28,"temp_extremities_normal","peripheral_pulse_normal","bright pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_significant","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",37,6.1,"lived","no"
"37","yes","adult",37.8,72,28.8080436215422,"temp_extremities_cool","peripheral_pulse_reduced","normal pink","<3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",56,80,"lived","yes"
"61","no","adult",38.5,60,21.6364222174942,"temp_extremities_warm","peripheral_pulse_increased","normal pink","<3","alert no pain","peristalsis_normal","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",44,7.7,"lived","no"
"133","no","adult",37.9,40,24,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_firm feces in large intestine",40,5.7,"lived","yes"
"131","no","adult",37.6,88,36,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",44,6,"died","yes"
"34","yes","adult",38.3068746806588,100,30,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_significant","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",52,6.6,"lived","yes"
"124","no","adult",37.6,48,20,"temp_extremities_cool","peripheral_pulse_normal","pale cyanotic","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",37,5.5,"euthanized","yes"
"240","yes","adult",38,90,30,"temp_extremities_cold","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",55,6.1,"died","yes"
"250","yes","adult",39.3,100,51,"temp_extremities_cold","peripheral_pulse_absent","dark cyanotic","<3","depressed","peristalsis_absent","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",66,13,"euthanized","yes"
"253","no","adult",38.2478733437773,112,24,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",40,5.3,"lived","no"
"70","no","adult",37,60,20,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended small intestine",43,7.6,"euthanized","yes"
"152","yes","adult",38.2784323925247,100,38.9153141829501,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",68,64,"lived","yes"
"242","yes","adult",38.1975797134689,36,32,"temp_extremities_normal","peripheral_pulse_normal","pale cyanotic","<3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",41,5.9,"died","yes"
"353","yes","adult",38.7,34,30,"temp_extremities_warm","peripheral_pulse_normal","pale pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",33,69,"euthanized","yes"
"27","yes","adult",37.8,48,12,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_firm feces in large intestine",37,5.5,"lived","no"
"168","yes","adult",38.4,104,40,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","depressed","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",55,8.5,"lived","yes"
"147","no","adult",38,44,12,"temp_extremities_warm","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_>1l","rectal_examination_normal","abdomen_distended small intestine",33,6.5,"died","yes"
"275","yes","young",38.8,150,50,"temp_extremities_normal","peripheral_pulse_reduced","dark cyanotic",">=3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",50,6.2,"died","yes"
"209","no","adult",37.5,44,10,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_firm feces in large intestine",43,51,"lived","no"
"343","yes","adult",37.7,55,28,"temp_extremities_warm","peripheral_pulse_normal","bright pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",45.6814938889758,24.3643452613453,"lived","yes"
"59","no","adult",38.28999287416,96,39.7455690893471,"temp_extremities_cool","peripheral_pulse_reduced","pale pink",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended large intestine",60,19.7952332247689,"died","yes"
"199","no","adult",38.5,60,40,"temp_extremities_cool","peripheral_pulse_normal","bright pink","<3","depressed","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",49,59,"lived","no"
"182","yes","adult",38,103.377855614221,24,"temp_extremities_cool","peripheral_pulse_reduced","dark cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",68,7.8,"died","yes"
"324","yes","adult",38.1,84,44,"temp_extremities_cold","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",60,6.8,"died","yes"
"11","no","adult",39.1,72,52,"temp_extremities_warm","peripheral_pulse_normal","bright pink","<3","depressed","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",50,7.8,"lived","yes"
"362","yes","young",38.2,78,60,"temp_extremities_cold","peripheral_pulse_absent","dark cyanotic",">=3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",59,5.8,"died","yes"
"188","yes","adult",38.5,60,23.2463315482502,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",33,53,"lived","yes"
"255","yes","young",38.8,184,84,"temp_extremities_normal","peripheral_pulse_reduced","normal pink","<3","intermittent severe pain","peristalsis_hypermotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_increased","abdomen_distended large intestine",33,3.3,"died","yes"
"248","yes","adult",38,108,60,"temp_extremities_warm","peripheral_pulse_reduced","pale cyanotic","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended small intestine",49.2991500967491,22.6055921998878,"lived","yes"
"25","no","adult",37.8,60,42,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",41.2618408758101,26.5129956087119,"lived","no"
"304","no","adult",38,42,12,"temp_extremities_cool","peripheral_pulse_normal","pale pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_other",37,5.8,"lived","no"
"225","no","adult",38.4,54,24,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",49,7.2,"lived","no"
"322","no","adult",37.5,40,32,"temp_extremities_cool","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_normal","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",32,6.4,"lived","yes"
"270","yes","adult",37.5,60,50,"temp_extremities_cool","peripheral_pulse_reduced","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_decreased","abdomen_distended small intestine",35,6.5,"died","yes"
"282","yes","adult",38.2346331297846,70,16,"temp_extremities_cool","peripheral_pulse_absent","bright red",">=3","depressed","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",60,7.5,"died","yes"
"157","yes","adult",37.8,60,24,"temp_extremities_normal","peripheral_pulse_reduced","pale pink",">=3","depressed","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",52,75,"euthanized","yes"
"227","yes","young",38.1899825605608,77.232028269827,32.5629917387048,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",45,6.5,"lived","yes"
"170","no","adult",37.5,44,20,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",35,7.2,"lived","no"
"219","yes","adult",38.1982296301722,52,28,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",37,8.1,"lived","yes"
"81","yes","adult",37.3,40,28.4375404663918,"temp_extremities_cool","peripheral_pulse_reduced","normal pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_significant","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",36,25.3755929809804,"lived","yes"
"96","no","adult",38.0934787832306,84,36,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",44,8.5,"lived","yes"
"178","yes","adult",38.2539832249333,60,30,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",45,70,"lived","yes"
"191","no","young",38.0915809668986,100,44,"temp_extremities_warm","peripheral_pulse_normal","normal pink","<3","intermittent severe pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",37,4.7,"lived","no"
"55","yes","young",38.6,160,20,"temp_extremities_cool","peripheral_pulse_reduced","bright red","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_severe","nasogastric_tube_significant","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",38,20.665809347851,"died","yes"
"195","no","adult",38,44,12,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",42,64,"lived","no"
"320","yes","adult",39.7,100,30,"temp_extremities_cool","peripheral_pulse_reduced","dark cyanotic",">=3","intermittent severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",65,75,"euthanized","yes"
"160","yes","adult",38.1499674505397,68.7068186717343,29.6891719037585,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",35,58,"lived","yes"
"90","no","adult",38,52,16,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_normal","abdomen_normal",53,86,"lived","yes"
"331","no","adult",37.8,48,16,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_firm feces in large intestine",43,7.5,"lived","no"
"189","yes","adult",38.3,60,16,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_normal","abdomen_distended small intestine",30,6,"lived","yes"
"239","yes","adult",38.1,70,22,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",36,65,"euthanized","yes"
"260","no","adult",38,40,25,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",37,69,"lived","no"
"287","no","young",39.5,84,30,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",28,5,"lived","no"
"100","yes","adult",38.2,40,16,"temp_extremities_cool","peripheral_pulse_reduced","normal pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",34,66,"lived","no"
"145","no","adult",38.1527936549872,80,32,"temp_extremities_cool","peripheral_pulse_reduced","bright pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",50,80,"lived","yes"
"237","no","adult",37.9,54,42,"temp_extremities_warm","peripheral_pulse_normal","bright red","<3","intermittent mild pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_other",47,54,"lived","no"
"1","yes","adult",39.2,88,20,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_other",50,85,"euthanized","no"
"2","no","adult",38.3,40,24,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",33,6.7,"lived","no"
"261","no","adult",38.4,48,16,"temp_extremities_warm","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_other",39,6.5,"lived","no"
"285","yes","adult",38.5,66,24,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",40,6.7,"lived","yes"
"244","yes","young",38.2,124,88,"temp_extremities_normal","peripheral_pulse_reduced","bright pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",47,8,"lived","yes"
"347","yes","adult",38.1,72,30,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","intermittent severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",37,56,"lived","yes"
"149","no","adult",38.7,48,24,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",34,63,"lived","no"
"54","no","adult",40.3,114,36,"temp_extremities_cool","peripheral_pulse_reduced","normal pink",">=3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",57,8.1,"euthanized","yes"
"68","no","adult",38.1255797250509,52,16,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_normal","abdomen_distended large intestine",55,7.2,"lived","no"
"231","no","adult",39.5,92,28,"temp_extremities_cool","peripheral_pulse_reduced","dark cyanotic","<3","continuous severe pain","peristalsis_absent","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",72,6.4,"died","no"
"302","yes","adult",37.7,44,28,"temp_extremities_cool","peripheral_pulse_absent","pale pink",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",45,70,"lived","yes"
"135","yes","young",38.1,136,48,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","continuous severe pain","peristalsis_hypermotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_increased","abdomen_distended large intestine",33,4.9,"died","yes"
"277","no","adult",36.9,50,40,"temp_extremities_warm","peripheral_pulse_reduced","pale pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_significant","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",37.5,6.5,"lived","no"
"80","yes","adult",36.4,98,35,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",47,6.4,"died","yes"
"359","yes","adult",38.5,90,31.1787522153051,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",47,79,"lived","yes"
"89","no","adult",38.3,42,10,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",38,61,"lived","no"
"305","yes","adult",38.1830395680461,60,40,"temp_extremities_cool","peripheral_pulse_reduced","normal pink","<3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_significant","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended large intestine",42,72,"lived","yes"
"130","yes","adult",37.8,30,12,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",44.2818988573121,25.0447697973889,"died","yes"
"82","yes","young",38.1,100,80,"temp_extremities_cool","peripheral_pulse_normal","bright pink","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",36,5.7,"lived","yes"
"176","yes","adult",38.2,60,30,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",48,66,"lived","yes"
"22","yes","adult",38.6,42,34,"temp_extremities_warm","peripheral_pulse_normal","pale cyanotic","<3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",48,7.2,"lived","yes"
"67","no","adult",38.4,54,24,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",49,7.2,"lived","no"
"299","yes","adult",37.2,40,20,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_normal",36,62,"euthanized","no"
"252","yes","young",38.8,124,36,"temp_extremities_cool","peripheral_pulse_normal","bright pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",50,7.6,"died","yes"
"56","yes","adult",38.0802900997363,53.8620757852135,24.6850583906424,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",24,6.7,"lived","yes"
"51","yes","adult",37.4,84,36,"temp_extremities_normal","peripheral_pulse_reduced","pale pink",">=3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",48.5739111026115,22.9581730500214,"died","yes"
"138","no","adult",38,56,21.2219341365369,"temp_extremities_normal","peripheral_pulse_increased","pale pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",42,71,"lived","no"
"33","yes","adult",38.2,64,28,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",49,8.6,"lived","yes"
"165","yes","adult",39.4,120,48,"temp_extremities_cool","peripheral_pulse_reduced","bright red","<3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",56,64,"euthanized","no"
"73","yes","adult",38.1,52,24,"temp_extremities_normal","peripheral_pulse_normal","bright red","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_normal","abdomen_distended large intestine",54,7.5,"died","yes"
"346","no","adult",37.1,114,40,"temp_extremities_cool","peripheral_pulse_normal","pale pink",">=3","depressed","peristalsis_normal","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_firm feces in large intestine",32,25.679030147767,"lived","no"
"150","no","adult",38.9,44,14,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_other",33,64,"lived","no"
"332","yes","adult",39,120,40.6124238344743,"temp_extremities_cold","peripheral_pulse_reduced","bright red",">=3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",65,8.2,"lived","no"
"201","yes","adult",38.5,86,32.0364658226598,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",45,7.4,"died","yes"
"155","no","adult",38,48,20,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","alert no pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_other",49,8.3,"lived","no"
"309","no","adult",37.9,45,36,"temp_extremities_cool","peripheral_pulse_reduced","pale pink",">=3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",33,5.7,"lived","yes"
"86","yes","adult",38.3070613525706,88,40,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_significant","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",50,7.7,"died","yes"
"10","yes","adult",38.1,66,12,"temp_extremities_cool","peripheral_pulse_reduced","bright red","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_increased","abdomen_distended large intestine",44,6,"lived","yes"
"317","no","adult",37.5,48,24,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",43,6,"lived","no"
"230","yes","adult",38.5,104,40,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",50.6423985518648,21.9525610114469,"lived","yes"
"311","no","adult",38.2,60,24,"temp_extremities_cool","peripheral_pulse_normal","pale pink",">=3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_significant","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",53,7.5,"lived","no"
