"","grain_screened","proof_on_ctd_ink","paper_type","ink_type","solvent_type","type_on_cylinder","press_type","press","unit_number","cylinder_size","paper_mill_location","plating_tank","proof_cut","viscosity","ink_temperature","humifity","roughness","blade_pressure","varnish_pct","press_speed","ink_pct","solvent_pct","ESA_Voltage","ESA_Amperage","wax","hardener","roller_durometer","current_density","anode_space_ratio","chrome_content","band_type"
"381","2","3","4","1","1","2","4","816",2,"4","3","1910",70,43,18.1,78,0.5,28,14.4,2125,48.1,37.5,5,0,3,0.9,33,5,100,3,"noband"
"532","2","3","4","3","1","1","3","828",2,"4","3","1911",NA,NA,16,83,0.75,28,3.4,2400,56.8,38.6,NA,0,2.5,1,NA,5,112.5,3,"band"
"503","2","3","3","3","1","2","3","821",2,"4","3","1910",NA,63,15.5,79,0.625,35,3.4,1760,56.8,38.6,NA,0,2.4,1,NA,5,106.25,3,"band"
"362","3","3","4","3","1","2","3","821",7,"4","3","1910",50,43,17,72,0.625,30,14.3,1600,47.6,38.1,0,0,2.5,1,34,5,96.77,3,"band"
"196","2","3","4","1","1","1","3","827",2,"4","1","1910",40,48,15,75,1,30,0,1720,61.7,38.3,0,0,2.5,3,33,2,103.2,3,"noband"
"384","2","3","2","1","1","2","4","815",2,"4","1","1910",32,45,14,94,0.625,25,0,1800,66.7,33.3,0,0,2.1,1,30,5,100,3,"band"
"521","2","3","4","3","1","2","3","824",2,"4","3","1910",NA,45,17,84,0.8125,27,3.4,1865,56.8,38.6,NA,0,1.5,0.7,NA,5,109.1,2,"band"
"486","3","3","4","1","1","2","3","821",7,"4","3","1911",40,40,14.5,72,0.625,34,3.4,1620,56.8,38.6,NA,0,2.5,1.3,NA,5,102,3,"band"
"155","2","3","2","1","1","2","4","816",9,"4","3","1910",32,56,15.03,79,0.3125,28,5.3,2244,52.6,42.1,0,0,1.8,0.5,30,5,106.45,3,"noband"
"286","2","3","2","1","1","1","4","815",2,"3","1","1911",45,54,14,90,0.75,30,0,2000,58.8,41.2,0,0,3,1,33,5,103.3,3,"noband"
"11","3","3","4","3","1","2","3","821",2,"4","3","1911",50,50,14,80,0.75,40,10.5,1700,52.6,36.8,0,0,2.5,1,38,5,105,3,"band"
"180","2","3","2","1","1","1","3","827",2,"3","1","1910",40,41,14,79,0.75,20,0,1530,61.7,38.3,5,0,3.1,1.8,33,2,96.9,3,"noband"
"200","3","3","4","3","1","2","1","802",2,"2","3","1910",72,54,14.5,82,0.75,50,2.2,1900,56.7,41.6,0,0,3,0.9,40,2,100,3,"noband"
"472","3","3","4","3","1","2","3","821",7,"4","3","1911",40,47,14.5,85,0.75,25,10.5,1850,52.6,36.9,2,0,0,0,34,5,110,3,"band"
"49","2","3","4","3","1","2","4","816",9,"4","4","1911",40,46,15.9,78,0.5,34,2.4,2000,61,36.6,0,0,2.4,1.3,35,5,103.22,3,"noband"
"465","3","3","4","2","1","1","4","816",2,"2","3","1911",50,47,15,80,0.625,28,0,1750,59,41,0,0,1,1,38,5,91.89,3,"band"
"537","2","3","3","1","1","2","3","827",2,"4","3","1910",NA,NA,16.5,70,1,34,3.4,1903,56.8,38.6,NA,0,2.7,2.8,NA,5,108,3,"band"
"304","3","3","4","3","1","2","2","813",1,"2","3","1911",40,54,15,70,0.75,NA,10,NA,50,40,0,0,2.5,0.8,60,1,100,3,"noband"
"295","3","3","4","3","1","1","3","828",2,"4","3","1910",45,56,14.9,85,1,30,17.3,1600,48.1,34.6,0,0,2.8,1,40,3,100,3,"noband"
"127","2","2","2","1","1","2","3","824",2,"4","1","1911",35,56,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,5,100,3,"noband"
"121","2","3","2","1","1","1","4","815",2,"4","1","1910",35,56,15.3,80,0.75,20,0,1900,76.9,23.1,0,0,2.5,1.25,33,5,106.66,3,"band"
"520","2","3","4","3","1","2","1","816",2,"4","3","1910",NA,47,16.5,86,0.25,NA,3.4,1750,56.8,38.6,NA,0,2.1,2.1,NA,5,109.6,2,"band"
"429","3","3","4","3","1","2","3","821",2,"4","3","1911",52,52,16,78,0.75,30,14.1,1250,50.5,53.4,0,0,3,0.9,34,5,103.22,3,"band"
"58","3","3","4","3","1","2","3","821",7,"4","3","1911",50,46,14.6,60,0.625,25,10.5,1750,52.6,36.8,2,0,2.4,0.8,28,5,96.97,3,"band"
"2","3","3","4","1","1","2","4","815",9,"2","3","1910",62,40,16,80,0.75,30,6.5,1850,53.8,39.8,0,0,2.8,0.9,40,5,103.87,3,"noband"
"96","2","3","2","1","1","2","3","824",2,"4","1","1910",50,43,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,5,103.125,3,"noband"
"258","2","3","2","1","1","2","3","828",10,"4","1","1910",50,61,13,72,1,41,0,2350,58.8,41.2,NA,0,2,1,30,3,105.2,3,"noband"
"391","2","3","4","1","1","2","3","828",2,"4","4","1910",45,41,15.8,78,1,40,0,2300,62.5,37.5,4,0,2.5,1.4,35,5,100,3,"noband"
"74","3","3","4","3","1","2","2","813",1,"2","3","1910",52,45,15.3,72,0.75,NA,12.4,1600,51.5,36.1,0,0,2.5,1,40,5,109.67,3,"noband"
"99","2","3","2","1","1","2","3","824",9,"4","1","1911",35,48,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,5,103.22,3,"noband"
"250","3","3","2","1","1","2","2","813",10,"2","3","1911",55,56,15,87,0.75,NA,0,1250,62.5,37.5,0,0,2.5,1,40,5,96.8,3,"noband"
"533","2","3","4","3","1","2","3","828",9,"4","3","1911",NA,60,14.9,76,1,30,3.4,2500,56.8,38.6,NA,0,0.5,0.5,NA,5,112.5,3,"band"
"342","3","3","4","3","1","2","3","821",7,"4","3","1911",47,54,14,65,0.625,25,16.1,1500,44.6,39.3,4,0,2.5,1,34,5,114.29,3,"band"
"389","2","3","4","1","1","2","3","827",2,"3","3","1910",45,42,14,75,1,20,11.2,1800,51,37.8,8,0,2.5,1,35,5,100,3,"noband"
"323","2","3","4","1","1","1","4","815",1,"4","3","1910",55,50,14,80,0.625,32,8,2000,60,32,0,0,2.5,0.9,35,5,93.55,1,"band"
"91","2","3","2","1","1","2","3","828",9,"4","3","1911",40,49,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,5,100,3,"noband"
"297","2","3","2","1","1","2","3","828",2,"4","1","1910",57,57,15.3,84,1,30,19,2400,47.6,33.3,0,0,3,1,33,5,93.75,3,"noband"
"324","2","3","4","1","1","2","4","815",1,"4","3","1910",55,48,14.5,76,0.5,30,8,2000,60,32,0,0,2.5,1,35,5,93.55,1,"band"
"404","2","3","4","1","1","1","1","802",7,"2","3","1910",32,42,16,70,0.625,48,0,1350,63.9,36.1,0,0,3,1,34,5,100,3,"noband"
"52","2","2","2","1","1","1","3","824",2,"4","1","1910",40,46,15,68,0.75,28,0,1700,58.8,41.2,0,0,1,1,33,5,103.22,3,"noband"
"138","2","3","4","1","1","2","3","828",2,"4","4","1910",47,68,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,5,106.45,3,"noband"
"192","2","3","2","1","1","2","4","816",9,"3","1","1911",37,54,14.5,80,1,20,10.9,2400,54.3,34.8,0,0,2.5,0.4,30,5,103.3,3,"noband"
"7","2","3","2","1","1","2","3","827",9,"4","1","1911",50,46,16.5,75,0.75,28,0,2600,62.5,37.5,6,0,2.5,1.1,30,5,106.67,3,"noband"
"113","2","2","2","1","1","2","3","824",9,"4","1","1910",47,67,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,5,103.125,3,"noband"
"417","3","3","4","3","1","2","4","815",2,"2","3","1911",62,52,15,78,0.75,28,5.9,1400,58.8,35.3,4,0,2.5,0.8,40,5,103.22,3,"band"
"28","2","3","2","1","1","1","3","828",2,"4","1","1911",35,42,15,75,0.75,30,0,2100,58.8,41.2,0,0,2,0.8,30,5,107.4,3,"band"
"386","3","3","4","3","1","2","1","802",2,"2","3","1911",40,46,15,70,0.75,50,0,1800,53.9,46.1,0,0,2.5,1,40,5,100,3,"band"
"69","2","3","2","3","1","2","2","813",9,"2","3","1910",35,45,14.1,65,1,NA,0,1500,59.5,40.5,0,0,2.6,1,40,5,109.67,3,"noband"
"447","3","3","4","3","1","2","1","802",2,"3","3","1910",45,58,17,72,0.75,NA,3.2,1470,53.8,43,0,0,3,1,34,5,100,3,"noband"
"444","3","3","4","3","1","2","1","802",2,"2","3","1910",60,60,15,80,0.75,50,10.4,1380,47.2,42.5,0,0,3,1,38,5,106.5,3,"noband"
"267","2","3","2","1","1","2","3","828",2,"4","3","1910",40,54,15.2,88,0.875,NA,5.9,2300,49.5,44.6,8,0,2.5,1,33,3,111.1,3,"noband"
"218","2","3","2","1","1","2","3","827",2,"4","1","1910",30,58,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,3,100,3,"noband"
"219","3","3","2","3","1","1","4","815",9,"4","1","1910",52,54,16.3,90,0.75,38,0,1800,62.5,38.5,0,0,2.9,1.1,33,3,100,3,"noband"
"5","3","3","4","3","1","2","4","816",2,"2","3","1910",50,40,16.8,76,0.4375,28,8.6,1467,53.8,37.6,5,0,2.5,0.8,40,5,103.87,3,"noband"
"490","2","3","2","1","1","2","4","815",2,"4","3","1910",55,51,16.4,78,0.5,29,3.4,1800,56.8,38.6,NA,0,1.5,1,NA,5,100,3,"band"
"156","2","3","2","1","1","2","3","828",2,"4","1","1910",40,56,17,82,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,5,103.22,3,"noband"
"87","3","3","4","3","1","1","3","821",7,"4","3","1910",55,49,12.5,70,0.625,30,5.6,1750,55.6,38.9,0,0,2.5,0.9,34,5,106.66,3,"band"
"246","3","3","4","3","3","2","2","813",1,"2","3","1911",57,56,13.8,73,0.75,NA,4.4,1400,52.7,42.9,0,0,2,0.5,40,5,96.8,3,"noband"
"460","2","3","2","1","1","2","4","815",9,"2","3","1910",40,60,14.5,85,1,35,0,1250,58.8,41.2,2,0,1.5,1,30,5,100,3,"band"
"494","2","3","4","1","1","2","3","827",2,"3","3","1911",47,53,17,80,0.625,20,3.4,1850,56.8,38.6,NA,0,2,1.5,NA,5,105.7,3,"band"
"273","2","3","2","1","1","2","4","816",2,"4","1","1910",45,53,15.2,78,1,NA,13.3,2150,51,35.7,2,0,2.5,1.1,30,3,111.1,3,"noband"
"374","3","3","4","3","1","1","1","802",7,"2","3","1910",40,45,13.6,90,0.75,45,0,1386,62.5,37.5,0,0,3,0.7,40,5,96.77,3,"band"
"122","3","3","4","3","1","1","3","821",7,"4","3","1911",55,56,15,84,0.625,25,16.7,1850,52.1,31.3,4,0,2,0.6,34,5,103.125,3,"band"
"119","2","3","2","1","1","2","4","815",2,"4","1","1911",50,60,13.6,86,1.125,28,0,1500,64.1,35.9,0,0,2.5,1,33,5,106.45,3,"band"
"207","3","3","4","3","1","1","3","821",7,"4","3","1911",40,54,14.1,80,0.75,20,24.8,1850,41.3,33.9,3,0,2.5,0.8,40,5,103.3,3,"noband"
"181","2","3","2","1","1","2","4","815",9,"4","1","1910",45,42,15,76,0.75,30,0,2220,58.8,41.2,0,0,2.5,1,30,3,100,3,"noband"
"358","2","3","2","1","1","2","4","816",9,"4","3","1910",35,43,13,75,0.75,NA,0,2000,62.5,37.5,0,0,2.5,1.1,30,5,100,3,"band"
"179","3","3","4","3","3","2","4","815",9,"2","3","1911",52,54,16,82,0.875,22,15.8,900,49.5,34.7,0,0,2.5,1,50,5,96.7,3,"band"
"331","2","3","2","1","1","2","4","815",9,"3","1","1910",30,48,15,88,0.75,35,7.7,NA,57.7,34.6,0,0,2.8,0.8,30,5,100,1,"noband"
"303","2","3","4","1","1","2","3","824",9,"4","3","1910",45,55,16.1,82,0.75,30,0,2400,58.8,41.2,0,0,2,0.8,30,7,93.75,3,"noband"
"131","2","3","4","1","1","2","3","827",9,"4","3","1911",37,59,16,75,0.75,20,4.3,NA,54.3,41.3,0,0,2.5,1.5,33,5,106.45,3,"noband"
"241","3","3","4","3","1","1","4","815",2,"2","3","1910",50,58,13.5,100,0.75,35,0,1750,55.5,44.5,3,0,2.7,0.5,40,3,100,3,"band"
"191","3","3","4","3","1","2","1","802",2,"2","3","1910",47,52,14.3,98,0.75,55,11.7,1600,53.2,35.1,0,0,3,1,40,2,100,3,"band"
"371","2","3","2","1","1","2","3","827",9,"3","1","1910",45,42,14,80,0.75,20,7.6,NA,54.3,38.1,0,0,2.5,1,30,5,101.67,3,"noband"
"46","2","3","2","1","1","2","3","824",2,"4","3","1910",50,43,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,5,103.22,3,"noband"
"36","2","3","2","1","1","2","4","815",2,"3","1","1910",45,38,15,80,0.625,30,7,1600,58.1,34.9,0,0,2.5,1.5,30,5,103.22,3,"band"
"340","2","3","2","1","1","2","3","821",7,"4","1","1911",30,52,16.5,80,0.625,40,0,1800,58.1,41.9,1,0,2.5,0.4,35,5,107.4,3,"band"
"516","2","3","2","1","1","2","4","802",7,"3","3","1910",NA,40,14.5,70,0.75,60,3.4,1250,56.8,38.6,NA,0,2,1.5,NA,5,112.5,3,"band"
"18","3","3","4","3","1","2","2","813",5,"2","1","1910",60,38,16.4,64,0.75,NA,11,1400,54.9,34.1,0,0,2.5,1,32,5,103.22,3,"noband"
"188","3","3","4","3","3","2","4","816",9,"4","3","1910",45,49,16,72,0.375,38,15,1650,50,35,0,0,2.5,0.2,38,2,96.9,3,"band"
"149","2","3","2","1","1","1","3","824",9,"4","1","1911",50,60,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,5,110,3,"noband"
"102","2","3","4","1","1","2","2","813",1,"2","3","1910",40,44,15,68,0.75,NA,0,1750,58.8,41.2,0,0,2.7,0.7,35,5,103.125,3,"noband"
"492","2","3","2","1","1","2","4","816",2,"4","3","1910",47,50,17,70,0.5,30,3.4,2000,56.8,38.6,NA,0,2.2,0.7,NA,5,103.225,3,"band"
"143","2","3","2","1","1","2","3","824",2,"4","1","1911",47,60,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,5,110,3,"noband"
"59","3","3","4","3","1","2","3","827",2,"4","5","1910",40,47,24.5,78,0.875,30,8.8,2100,54.9,36.3,16,0,2.3,1,40,5,100,3,"band"
"61","3","3","4","3","1","2","3","827",2,"4","5","1910",40,39,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,5,103.22,3,"noband"
"274","2","3","2","1","1","2","4","816",9,"4","1","1910",35,53,14.7,80,1,NA,5.5,2150,55.6,38.9,0,0,2.5,0.4,30,3,111.1,3,"noband"
"8","3","3","4","3","3","2","1","802",7,"2","3","1910",50,45,12,70,0.75,60,0,1650,60.2,39.8,1,0,3,1,40,5,103.22,3,"band"
"522","2","3","2","1","1","2","1","816",2,"2","3","1911",NA,52,16,75,0.3125,25,3.4,1500,56.8,38.6,NA,0,2.5,0.6,NA,5,109.1,3,"band"
"42","2","3","2","1","1","2","3","824",9,"4","1","1910",50,43,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,5,103.22,3,"noband"
"512","2","3","3","2","1","2","1","816",2,"2","3","1910",NA,53,14.2,72,1,28,3.4,1600,56.8,38.6,NA,0,2.7,1.5,NA,5,106.1,3,"band"
"504","2","3","2","1","1","2","1","816",9,"2","3","1910",NA,67,15.1,80,0.75,28,3.4,1780,56.8,38.6,NA,0,2.5,1,NA,5,106.25,3,"band"
"353","3","3","4","3","1","1","3","828",2,"4","3","1910",65,43,16,78,0.75,30,12,2100,46.3,41.7,0,0,2,1,40,5,100,3,"band"
"206","2","3","2","1","1","2","4","815",2,"2","1","1910",40,54,15,88,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,2,100,3,"noband"
"433","2","3","4","1","1","2","4","816",9,"2","3","1911",47,65,14,80,0.5,27,11.5,1725,52.1,36.4,3,0,3,0.9,34,5,103.125,3,"noband"
"170","2","3","4","1","1","2","3","827",9,"4","3","1910",42,58,15,76,1,20,5.4,2000,54.3,40.2,0,0,2.5,1,35,5,103.33,3,"band"
"479","3","3","4","3","1","2","1","802",7,"2","3","1911",50,62,11.2,80,0.75,50,0,1570,58.8,41.2,0,0,3,1,38,5,103.23,3,"band"
"312","3","3","4","3","1","1","1","802",7,"2","3","1911",60,50,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,0,2.5,1,40,5,100,3,"noband"
"37","3","3","4","3","1","2","4","816",2,"4","3","1911",40,43,16,96,1,28,0,1500,58.8,41.2,2,0,3,0.8,40,5,103.12,3,"noband"
"453","2","3","2","1","1","2","3","828",9,"4","3","1910",35,59,16.1,84,0.75,30,0,2500,55,45,0,0,2.5,1.1,30,5,100,3,"noband"
"507","2","3","3","3","1","2","3","821",7,"3","3","1911",NA,60,14.8,80,0.625,25,3.4,1850,56.8,38.6,NA,0,2.5,1,NA,5,96.9,3,"band"
