"","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","occscore","sei","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","movedin","vetstat","binaryClass"
"7080","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,84603,"1","1","0","0","0","0","0","0","0","0","1","2","2","0","0","1",99,99,"0","Spouse",52,"Male","Japanese","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","60+_hours","Worked_more_than_10_yrs_ago","No",0,0,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"2740","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,39000,"1","0","0","1","0","0","0","1","0","1","0","0","2","0","0","1",99,99,"0","Child",28,"Female","Other_Asian_or_Pacific","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Public_school","Not_in_labor_force","No_not_in_labor_force",22,60,"Works_for_wages_salary","40-47_weeks","40_hours","Worked_previous_yr","Yes",2000,2000,0,"0",0,0,0,470,"Moved_place_not_reported","0","No_Service","P"
"5572","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",137500,0,41500,"1","1","1","1","2","0","1","1","0","1","0","0","7","0","0","1",99,99,"3","Child",25,"Female","White","Never_married_single","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Not_in_labor_force","No_not_in_labor_force",22,51,"Works_for_wages_salary","14-26_weeks","40_hours","Worked_previous_yr","Yes",2300,2300,0,"0",0,0,0,206,"Same_house","0","No_Service","P"
"294","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,41066,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",66,"Female","Black_Negro","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",11,11,"Works_for_wages_salary","40-47_weeks","1-14_hours","Worked_previous_yr","Yes",17904,9380,0,"0",3774,4750,0,501,"Same_house","0","No_Service","P"
"612","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,36576,"1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",99,99,"0","Head_Householder",74,"Female","White","Widowed","4","No_not_in_school","Grade_11","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No",21512,0,0,"0",6768,0,0,488,"Same_house","8","No_Service","P"
"6948","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,49548,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",18,"Male","Chinese","Never_married_single","4","Yes_in_school","Grade_11","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","No",0,0,0,"0",0,0,0,327,"Moved_place_not_reported","0","No_Service","P"
"197","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",85000,0,6450,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",71,"Female","White","Widowed","3","No_not_in_school","Grade_10","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",24,47,"Self-employed","14-26_weeks","49-59_hours","Worked_2_yrs_prior","No",6450,0,0,"0",5400,0,0,108,"Same_house","8","No_Service","P"
"2421","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,16000,"1","1","1","1","2","0","1","1","0","1","0","0","7","0","0","1",99,99,"4","Child",4,"Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Self-employed","50-52_weeks","1-14_hours","Worked_current_yr","No",0,999999,999999,"999999",99999,99999,99999,86,"Same_house","0","No_Service","P"
"1006","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,44440,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",10,"Male","White","Never_married_single","3","Yes_in_school","Grade_1-4","Private_school_(19601990)","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","35-39_hours","Never_worked","No",0,999999,999999,"999999",99999,99999,99999,353,"Same_house","0","No_Service","P"
"2767","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,85500,"1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",99,99,"1","Sibling",35,"Male","White","Never_married_single","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",27,50,"Self-employed","50-52_weeks","40_hours","Worked_previous_yr","Yes",50000,0,50000,"0",0,0,0,501,"Same_house","0","No_Service","P"
"1106","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,29800,"2","1","1","1","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Partner_friend_visitor",22,"Female","White","Married_spouse_absent","1_child","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","48-49_weeks","40_hours","Never_worked","No",0,0,0,"0",0,0,0,1,"Moved_place_not_reported","0","No_Service","P"
"7025","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,42000,"2","2","2","2","0","0","0","0","0","0","7","4","4","2","0","2",10,6,"0","Other_non-relatives",35,"Male","White","Married_spouse_present","4","No_not_in_school","Grade_9","Not_enrolled","Employed","Yes_in_labor_force",17,11,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_current_yr","Yes",16000,16000,0,"0",0,0,0,215,"Moved_place_not_reported","0","No_Service","P"
"2215","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,7017,"1","0","2","0","4","0","5","0","0","0","0","0","4","0","0","1",99,99,"1","Grandchild",14,"Male","Black_Negro","Never_married_single","1_child","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","14-26_weeks","41-48_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,56,"Moved_place_not_reported","0","No_Service","P"
"5503","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,92664,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",43,"Female","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",27,64,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes",50164,49164,0,"0",0,0,0,501,"Moved_place_not_reported","0","Yes","P"
"4212","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,106600,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",25,"Female","Chinese","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Private_school_(19601990)","Employed","Yes_in_labor_force",26,58,"Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes",4600,4000,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"7228","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,412,26000,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"1","Child",0,"Female","White","Never_married_single","3","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","Yes_in_labor_force",0,0,"Self-employed","1-13_weeks","15-29_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,171,"Same_house","0","No_Service","P"
"5014","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,362,27500,"1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1",99,99,"3","Child",12,"Female","White","Never_married_single","2__children","Yes_in_school","Grade_5-8","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_2_yrs_prior","No",0,999999,999999,"999999",99999,99999,99999,166,"Same_house","0","No_Service","P"
"4258","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",72500,0,50447,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",19,19,"0","Head_Householder",55,"Male","White","Married_spouse_present","4","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",23,18,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_3-5_yrs_ago","Yes",42159,42145,0,"0",0,0,0,501,"Moved_place_not_reported","2","No_Service","P"
"2009","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,63000,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",7,7,"0","Head_Householder",41,"Male","White","Married_spouse_present","1_child","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",31,73,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_previous_yr","Yes",50000,50000,0,"0",0,0,0,501,"Same_house","6","Yes","P"
"2695","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,65000,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"1","Child",9,"Female","White","Never_married_single","1_child","Yes_in_school","Grade_1-4","Public_school","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,429,"Same_house","0","No_Service","P"
"8454","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,43000,"1","1","1","1","0","0","0","0","0","0","1","1","7","5","1","1",17,4,"0","Spouse",37,"Female","White","Married_spouse_present","5","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No",0,0,0,"0",0,0,0,232,"Moved_place_not_reported","0","No_Service","P"
"7064","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,15000,"1","1","1","1","0","0","0","0","0","0","1","1","4","2","0","1",16,15,"0","Spouse",39,"Female","Chinese","Married_spouse_present","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",22,18,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_3-5_yrs_ago","No",0,0,0,"0",0,0,0,119,"Moved_place_not_reported","0","No_Service","P"
"3933","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,49200,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","1","1",6,3,"0","Head_Householder",36,"Male","White","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Unemployed","Yes_in_labor_force",31,65,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_previous_yr","Yes",46000,45000,0,"0",0,0,0,391,"Moved_place_not_reported","1","Yes","P"
"767","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,437,17500,"2","1","1","1","2","0","1","1","0","1","0","0","9","0","0","1",99,99,"5","Child",6,"Female","White","Never_married_single","4","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","48-49_weeks","15-29_hours","Worked_previous_yr","No",0,999999,999999,"999999",99999,99999,99999,70,"Same_house","0","Yes","P"
"4315","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,29000,"1","1","1","1","0","0","0","0","0","0","2","1","5","3","1","1",7,3,"0","Head_Householder",30,"Male","American_Indian","Married_spouse_present","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",34,44,"Works_for_wages_salary","27-39_weeks","40_hours","Worked_current_yr","Yes",29000,29000,0,"0",0,0,0,196,"Moved_place_not_reported","2","No_Service","P"
"1007","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,10500,"2","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1",17,17,"0","Head_Householder",34,"Female","White","Never_married_single","3","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force",17,13,"Works_for_wages_salary","48-49_weeks","40_hours","Worked_current_yr","Yes",9000,9000,0,"0",0,0,0,123,"Moved_place_not_reported","1","No_Service","N"
"5414","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,44000,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",16,12,"0","Head_Householder",39,"Male","Other_Asian_or_Pacific","Married_spouse_present","1_child","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",23,18,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",26000,26000,0,"0",0,0,0,350,"Moved_place_not_reported","1","No_Service","P"
"6436","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,0,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Partner_friend_visitor",18,"Male","Black_Negro","Never_married_single","No_children","Yes_in_school","Grade_12","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","60+_hours","Never_worked","No",7200,0,0,"0",7200,0,0,112,"Moved_place_not_reported","0","No_Service","P"
"7796","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,227716,"2","1","1","1","0","0","0","0","0","0","1","1","5","3","0","1",21,11,"0","Spouse",45,"Female","White","Married_spouse_present","3","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",31,65,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_6-10_yrs_ago","Yes",29000,29000,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"3964","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,14000,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Partner_friend_visitor",22,"Female","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",22,45,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",15000,15000,0,"0",0,0,0,233,"Moved_place_not_reported","0","No_Service","P"
"998","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,32000,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",12,"Female","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No",0,999999,999999,"999999",99999,99999,99999,254,"Same_house","0","No_Service","P"
"6575","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",27500,0,28641,"1","1","1","1","0","0","0","0","0","0","2","1","5","3","0","1",19,10,"0","Head_Householder",49,"Male","Other_Asian_or_Pacific","Married_spouse_present","2__children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",41,68,"Self-employed","50-52_weeks","15-29_hours","Worked_2_yrs_prior","No",28641,0,0,"0",0,0,28641,189,"Same_house","1","No_Service","P"
"6314","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,362,25000,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",60,"Female","White","Married_spouse_present","6","No_not_in_school","Grade_10","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","27-39_weeks","60+_hours","Never_worked","No",0,0,0,"0",0,0,0,301,"Same_house","0","No_Service","P"
"6244","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,55000,"1","1","2","1","2","0","1","1","0","1","0","0","5","2","0","1",7,5,"0","Child",30,"Female","White","Divorced","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",34,53,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_more_than_10_yrs_ago","Yes",28000,28000,0,"0",0,0,0,363,"Moved_place_not_reported","0","No_Service","P"
"5699","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,14367,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",61,"Female","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","48-49_weeks","1-14_hours","Worked_more_than_10_yrs_ago","No",0,0,0,"0",0,0,0,173,"Same_house","0","No_Service","P"
"2415","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,13272,"1","0","1","1","0","0","0","1","0","1","0","0","4","1","1","1",3,3,"1","Child",22,"Female","White","Never_married_single","1_child","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",38,68,"Works_for_wages_salary","48-49_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",13272,13272,0,"0",0,0,0,106,"Moved_place_not_reported","0","No_Service","P"
"2705","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,58500,"1","1","1","1","0","0","0","0","0","0","2","1","5","3","0","1",19,13,"0","Head_Householder",51,"Male","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",37,49,"Self-employed","50-52_weeks","60+_hours","Worked_current_yr","Yes",35000,0,35000,"0",0,0,0,386,"Same_house","6","No_Service","P"
"2282","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,39046,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",37,"Male","White","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Unemployed","Yes_in_labor_force",33,76,"Works_for_wages_salary","48-49_weeks","41-48_hours","Worked_previous_yr","Yes",39046,37846,800,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"8577","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,437,9000,"2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",99,99,"1","Head_Householder",29,"Male","White","Never_married_single","1_child","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force",16,15,"Works_for_wages_salary","48-49_weeks","49-59_hours","Worked_6-10_yrs_ago","Yes",9000,9000,0,"0",0,0,0,108,"Same_house","5","No_Service","P"
"805","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,62000,"1","1","0","0","0","0","0","0","0","0","2","2","2","0","0","1",99,99,"0","Head_Householder",36,"Female","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",41,68,"Works_for_wages_salary","1-13_weeks","30-34_hours","Worked_6-10_yrs_ago","Yes",2000,2000,0,"0",0,0,0,501,"Moved_place_not_reported","2","No_Service","P"
"8656","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,1200,"1","0","1","0","1","0","1","0","0","0","0","0","8","0","0","1",99,99,"2","Child",2,"Female","Black_Negro","Never_married_single","3","Yes_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Self-employed","14-26_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,6,"Same_house","0","No_Service","P"
"7831","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,67502,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",10,"Female","Chinese","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","40_hours","Worked_previous_yr","Yes",0,999999,999999,"999999",99999,99999,99999,501,"Same_house","0","No_Service","P"
"4475","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,487,2005,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",34,"Male","Black_Negro","Never_married_single","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Unemployed","Yes_in_labor_force",26,47,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_current_yr","Yes",-2005,0,-2005,"0",0,0,0,31,"Moved_place_not_reported","2","No_Service","P"
"3970","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,0,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",43,"Male","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",32,39,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","No",0,0,0,"0",0,0,0,1,"Same_house","6","No_Service","P"
"6227","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,38905,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",24,24,"0","Head_Householder",62,"Male","White","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",22,32,"Works_for_wages_salary","14-26_weeks","15-29_hours","Worked_more_than_10_yrs_ago","Yes",27001,0,0,"0",0,0,0,401,"Same_house","6","Yes","P"
"8821","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,25000,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",42,"Female","White","Divorced","1_child","No_not_in_school","Grade_10","Not_enrolled","Employed","Yes_in_labor_force",13,10,"Self-employed","50-52_weeks","60+_hours","Worked_previous_yr","Yes",25000,15000,6000,"4000",0,0,0,388,"Moved_place_not_reported","2","No_Service","P"
"4410","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,27760,"1","0","2","0","8","0","1","0","0","0","0","0","11","5","1","1",14,4,"4","Head_Householder",36,"Female","White","Widowed","5","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force",22,18,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",12920,8840,0,"0",0,4080,0,111,"Same_house","1","No_Service","N"
"4066","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",137500,0,25000,"2","1","1","1","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Partner_friend_visitor",19,"Female","White","Never_married_single","No_children","Yes_in_school","Grade_11","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","49-59_hours","Never_worked","No",0,0,0,"0",0,0,0,1,"Moved_place_not_reported","0","No_Service","P"
"241","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,199815,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",33,"Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",79,92,"Self-employed","50-52_weeks","41-48_hours","Never_worked","Yes",152815,23000,123515,"0",0,0,0,501,"Moved_place_not_reported","2","No_Service","P"
"8539","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,6000,"6","1","0","1","0","0","0","0","0","0","0","0","5","0","0","1",99,99,"0","Other_relatives",19,"Male","White","Never_married_single","No_children","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","49-59_hours","Never_worked","No",0,0,0,"0",0,0,0,41,"Moved_place_not_reported","0","No_Service","P"
"6839","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,0,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",29,22,"0","Head_Householder",58,"Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No",0,0,0,"0",0,0,0,1,"Moved_place_not_reported","1","No_Service","P"
"6234","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,56000,"1","1","2","1","3","0","1","0","0","0","2","1","6","3","1","1",6,3,"0","Head_Householder",38,"Male","Other_Asian_or_Pacific","Married_spouse_present","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",16,15,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_more_than_10_yrs_ago","Yes",28000,28000,0,"0",0,0,0,328,"Same_house","2","No_Service","P"
"4833","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",137500,0,57587,"1","0","1","0","1","0","1","0","0","0","0","0","4","0","0","1",99,99,"2","Child",24,"Female","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",24,44,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",16387,16387,0,"0",0,0,0,450,"Same_house","0","No_Service","P"
"4937","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,85859,"1","2","2","2","0","0","0","7","0","2","0","0","11","0","0","1",99,99,"2","Grandchild",6,"Female","Other_Asian_or_Pacific","Never_married_single","2__children","Yes_in_school","None_or_preschool","Private_school_(19601990)","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_previous_yr","No",0,999999,999999,"999999",99999,99999,99999,319,"Same_house","0","No_Service","P"
