"","Latitude","Altitude","Rainfall","Frosts","Year","Sp","PMCno","DBH","Ht","Surv","Vig","Ins_res","Stem_Fm","Crown_Fm","Brnch_Fm","Utility"
"578",-40,150,1300,-2,1983,"cr",1252,26.59,10.8,40,3.6,3.8,2.6,2.6,2.5,"1"
"393",-40.95,180,1080,-3,1983,"nd",1596,7.68,6.56,50,3,3.5,3.5,4,4,"0"
"306",-40.95,180,1080,-3,1982,"br",2621,3.09,2.63,75,2.5,2,3.3,3.3,3.3,"0"
"446",-41.1333333333333,220,1050,-2,1983,"ni",2547,21.25,9.62,100,3.5,2.5,3,3,2,"1"
"9",-39.6333333333333,100,850,-2,1980,"rd",1524,7.62,6.59,80,2.5,2.5,3.3,3.5,3.5,"0"
"251",-41.2,160,1000,-3,1981,"pu",1598,15.3,12.7,3,4,2.5,3,2,3,"0"
"146",-39.8333333333333,70,1000,-2,1981,"sm",1340,8.8,6.3,100,2,2,1,2,2,"0"
"297",-40.95,180,1080,-3,1982,"ov",1785,3.53,3.3,75,1.8,2,2.5,3,3,"0"
"530",-41.2666666666667,300,1200,-3,1982,"nd",2569,17.03,10.42,100,3,3,4,4,3,"1"
"236",-41.2,160,1000,-3,1981,"ag",1094,7.3,6.8,2.5,3.5,3.5,3.5,3.5,1.5,"0"
"559",-41.2666666666667,300,1200,-3,1982,"nd",2569,13.73,7.6,75,2.5,2,3,3,3,"0"
"331",-40.6,150,1250,-3,1983,"am",2560,20.24,14.6,63,3,3.5,3,3.7,2.5,"1"
"6",-39.6333333333333,100,850,-2,1980,"ob",1522,17.01,12.28,70,5,4,5,4,4.5,"1"
"667",-39.7166666666667,150,900,-2,1986,"am",2770,20.85,9.52,53.4372916666667,3.32766666666667,3.58242016806723,3.08033333333333,3.63963333333333,2.9545,"0"
"333",-40.6,150,1250,-3,1983,"cr",1252,17.36,15.64,50,3.5,3.5,2.5,2.5,2.5,"0"
"522",-41.2666666666667,300,1200,-3,1982,"el",2638,5.25,3.5,50,2,3,3,3,4,"0"
"695",-39.7166666666667,150,900,-2,1986,"nd",3068,32.15,14.64,45.5848333333333,3.73216666666667,3.5747380952381,3.26878333333333,3.70696666666667,2.9017619047619,"0"
"448",-41.1333333333333,220,1050,-2,1983,"ob",1522,15.73,7.8,88,3.5,2.8,3,3.5,3.5,"1"
"392",-40.95,180,1080,-3,1983,"fa",2548,2.95,4.43,13,1,2,3,3,3,"0"
"698",-39.7166666666667,150,900,-2,1986,"pu",2573,27.66,11.83,63.8908888888889,3.6132,3.47142016806723,3.17491666666667,3.532,2.67966666666667,"0"
"594",-40,150,1300,-2,1983,"re",2553,27.44,11.32,20,3.5,3,3.3,4,2.9,"1"
"724",-39.7166666666667,150,900,-2,1986,"te",3275,17.35,6.51,57.3288154761905,3.07313636363636,3.046,2.92141666666667,3.23541666666667,2.7815,"0"
"59",-40.1833333333333,130,1000,-3,1980,"ob",1522,21.6,12,40,4,3.7,3.5,3.5,3,"1"
"312",-40.95,180,1080,-3,1982,"nd",2635,5.86,4.36,75,3,3,3,4,3,"0"
"416",-40.95,180,1080,-3,1983,"pu",2573,1.48,2.96,13,1,3,3,3,3,"0"
"475",-41.1333333333333,220,1050,-2,1983,"cr",1252,10.36,7.54,100,2.7,3,2,2,2,"0"
"335",-40.6,150,1250,-3,1983,"nd",1596,15.02,9.92,100,3.5,4,2.7,4,2.5,"1"
"579",-40,150,1300,-2,1983,"fa",2548,35.54,13.02,20,3.2,3.5,2.5,2.5,2.3,"1"
"700",-39.7166666666667,150,900,-2,1986,"ra",1825,17.5,7.99,61.2314543650794,3.23057226107226,2.90375,3.06417424242424,3.10833333333333,2.8675,"0"
"649",-40.95,180,1080,-3,1981,"fa",2548,13.04,9.36,55,4,4,3,2.5,2,"1"
"55",-40.1833333333333,130,1000,-3,1980,"co",1520,10.1,8.2,60,3,4,3.5,3.5,3.2,"0"
"182",-40.95,180,1080,-3,1981,"pu",1598,7.94,7.77,100,3.5,4,2.5,4,3.3,"1"
"370",-40.6,150,1250,-3,1983,"am",2560,18.59,8.26,13,2.5,3.5,2,2,2,"0"
"61",-40.1833333333333,130,1000,-3,1980,"pu",1523,12.7,9.3,80,2.9,4,3.2,3.9,3.4,"1"
"352",-40.6,150,1250,-3,1983,"cr",1252,15.35,11.87,75,2.9,2.7,2.5,3,2.5,"0"
"430",-40.95,180,1080,-3,1983,"ni",2568,9.13,7.02,13,2.8,2.5,3,3,2.5,"0"
"606",-40,150,1300,-2,1983,"nd",2635,32.5,14.57,10,2.7,3,3,4,3,"1"
"589",-40,150,1300,-2,1983,"ob",1522,33.16,14.75,40,3.7,3.5,3.6,3.6,2.9,"1"
"137",-39.8333333333333,70,1000,-2,1981,"ob",2459,23.7,13.3,88,5,3,3.5,3.5,2.5,"1"
"340",-40.6,150,1250,-3,1983,"ob",2570,17.59,12.2,50,3,2.7,3,3.5,2.7,"0"
"624",-40,150,1300,-2,1983,"nd",2635,30.75,14.57,20,3.8,4,3.5,4,2.9,"1"
"426",-40.95,180,1080,-3,1983,"fa",2548,16.25,13.29,13,3,4,4,3.5,3,"0"
"66",-40.1833333333333,130,1000,-3,1980,"ni",2088,19.1,9.7,60,3.7,3,2,2,1.5,"1"
"101",-39.8333333333333,70,1000,-2,1981,"br",1112,11.9,9.7,100,2.3,1.8,3,3.5,3.2,"0"
"310",-40.95,180,1080,-3,1982,"nd",2569,19.44,15.38,75,4.5,3.5,3.5,4,3,"1"
"206",-40.95,180,1080,-3,1981,"re",2428,5.16,5.86,75,4,3,4,4,4,"1"
"396",-40.95,180,1080,-3,1983,"ov",1788,5.35,5.9,25,2,1.8,2,2.5,3,"0"
"223",-41.2,160,1000,-3,1981,"ka",1171,8.6,8.9,100,3,2.5,2.8,3,2.8,"0"
"648",-40.95,180,1080,-3,1981,"fa",2426,17.42,9.01,45,4.5,4.5,3,2,1.5,"1"
"603",-40,150,1300,-2,1983,"ni",2568,52.76,21,50,4.5,2.7,3.9,3.4,2.6,"1"
"496",-41.2666666666667,300,1200,-3,1982,"el",2638,1.27,1.74,50,1,3,2,3,3,"0"
"191",-40.95,180,1080,-3,1981,"bxs",1111,4.88,4.11,88,3.5,2.5,2,2,2,"0"
"153",-40.95,180,1080,-3,1981,"fr",1786,6.05,5.39,88,4,4,3.5,3.5,3.5,"1"
"17",-39.6333333333333,100,850,-2,1980,"ov",1521,10.22,8.32,100,3,1.8,3,3,3,"0"
"473",-41.1333333333333,220,1050,-2,1983,"am",2560,21.27,9.13,88,3.3,3.5,2.5,3.3,3,"1"
"523",-41.2666666666667,300,1200,-3,1982,"fa",2426,16.69,9.48,50,4,3,4,4,3,"1"
"263",-41.2,160,1000,-3,1981,"br",1112,4,3.2,63,2,1.5,3,3,3,"0"
"596",-40,150,1300,-2,1983,"am",1592,34.11,16.48,20,3.5,3.8,3.2,3.9,2.5,"1"
"415",-40.95,180,1080,-3,1983,"pa",2750,1.38,1.53,13,1,1,3,3,3,"0"
"665",-39.7166666666667,150,900,-2,1986,"am",3268,18.01,3.26,47.4034821428571,2.96180303030303,3.29604761904762,2.88241666666667,3.49101428571429,2.85116666666667,"0"
"276",-41.2,160,1000,-3,1981,"pu",1598,13.6,7.3,38,3,3,2,2.5,2,"0"
"625",-40,150,1300,-2,1983,"ob",2570,35.4,14.05,10,3,3,3.3,3.5,3,"1"
"272",-41.2,160,1000,-3,1981,"ka",1171,3.5,2.9,75,1,1,3,3,3,"0"
"364",-40.6,150,1250,-3,1983,"re",2553,23.53,21.06,50,4.5,3.5,3.3,3.2,2.8,"1"
"207",-40.95,180,1080,-3,1981,"re",2431,3.35,5.16,100,3,3,4.5,4,4,"1"
"720",-39.7166666666667,150,900,-2,1986,"ra",1257,21.27,9.72,62.1958293650794,3.3159358974359,2.97341666666667,3.00367424242424,3.15866666666667,2.80825,"0"
"308",-40.95,180,1080,-3,1982,"ka",1171,6.97,8.95,75,2,2,3,3,3,"0"
"97",-39.8333333333333,70,1000,-2,1981,"sm",1340,9.3,4.3,63,1,1.2,1,1,1,"0"
"493",-41.2666666666667,300,1200,-3,1982,"bxs",1111,10.99,7.2,100,2,3,3,3,3,"0"
"36",-39,200,1400,-2,1980,"rd",1524,12.79,8.82,38.6665555555556,2.5,3,3.3,4,4,"0"
"529",-41.2666666666667,300,1200,-3,1982,"nd",1595,15.69,8.95,100,3,3,4,4,3,"1"
"249",-41.2,160,1000,-3,1981,"ob",1337,17.1,12.1,5,3,3.5,3,3,4,"0"
"52",-39,200,1400,-2,1980,"ov",1521,9.99,7.49,43.7990079365079,2,2,3,4,4,"0"
"658",-40.95,180,1080,-3,1981,"re",2550,15.37,10.82,13,3,2.7,3.5,3.5,3,"0"
"47",-39,200,1400,-2,1980,"fr",1487,3.072,9.93,42.826,3,4,2,2,1,"1"
"675",-39.7166666666667,150,900,-2,1986,"pu",3272,26.63,11.4,64.492,3.57953333333333,3.56042016806723,3.12558333333333,3.5455,2.65279166666667,"0"
"67",-40.1833333333333,130,1000,-3,1980,"ob",1522,15.5,9.8,40,4,3.5,3.5,3.5,3,"1"
"694",-39.7166666666667,150,900,-2,1986,"nd",1596,32.88,14.98,47.6550101010101,3.83953333333333,3.57166666666667,3.27504090909091,3.655,2.91833333333333,"0"
"380",-40.6,150,1250,-3,1983,"ov",2571,22.03,19.34,50,4,2.5,3.3,3.3,3,"1"
"195",-40.95,180,1080,-3,1981,"el",1338,7.28,7.45,63,4,3,3.3,3.3,3,"1"
"476",-41.1333333333333,220,1050,-2,1983,"fa",1482,22.38,8.74,100,3.7,3,3.2,3.3,2.6,"1"
"569",-41.2666666666667,300,1200,-3,1982,"re",1352,17.95,13.09,75,4,3,4,3.5,3,"1"
"351",-40.6,150,1250,-3,1983,"co",2562,18.81,19.09,75,3,3,3.5,4,3,"1"
"202",-40.95,180,1080,-3,1981,"ka",1171,9.7178096969697,6.36211333333334,47.7935991140642,2.5,2,1,1,1,"0"
"107",-39.8333333333333,70,1000,-2,1981,"fr",1786,17,15.3,75,4.7,4,3.5,4,4,"1"
"516",-41.2666666666667,300,1200,-3,1982,"rd",2575,9.84,5.67,100,1.5,1.5,2,2,2,"0"
"362",-40.6,150,1250,-3,1983,"pu",2573,23.29,17.74,75,3,3,3,3.5,2.5,"1"
"30",-39.6333333333333,100,850,-2,1980,"si",1525,14.75,7.79,30,4,4,4,2.5,2,"1"
"267",-41.2,160,1000,-3,1981,"fa",1482,7.8,5.6,88,3,3,2,2,2,"1"
"528",-41.2666666666667,300,1200,-3,1982,"ka",2631,5.75,4.6,25,2,2,3,3,3,"0"
"519",-41.2666666666667,300,1200,-3,1982,"bxs",1111,18.99,10.73,75,3,3,3.5,3,3,"1"
"13",-39.6333333333333,100,850,-2,1980,"ma",1362,8.99,6.05,60,2.5,3,3,4,4,"0"
"432",-40.95,180,1080,-3,1983,"ob",2458,2.11,3.1,38,1.3,3,3,3,3,"0"
"319",-40.95,180,1080,-3,1982,"bxs",1111,9.65,6.24,25,2.8,3,3,3,2.5,"0"
"82",-39.8333333333333,70,1000,-2,1981,"fa",1482,15.5,10.5,50,3,3.3,3.3,3,3,"1"
"360",-40.6,150,1250,-3,1983,"ov",2571,19.67,20.14,50,3,2,3.3,3.7,4,"1"
"699",-39.7166666666667,150,900,-2,1986,"ra",1257,26.18,11.96,57.8083650793651,3.49086666666667,3.005,3.01354090909091,3.16266666666667,2.72941666666667,"0"
"211",-40.95,180,1080,-3,1981,"nc",1780,3.51,4.68,25,1.5,1.5,2,2,3,"0"
"676",-39.7166666666667,150,900,-2,1986,"pu",3273,10.1,4.32,53.413125,2.62030303030303,3.31090476190476,2.86875,3.41071428571429,2.872,"0"
"118",-39.8333333333333,70,1000,-2,1981,"re",2431,26,14,88,5,3.5,3.5,4,3.3,"1"
"495",-41.2666666666667,300,1200,-3,1982,"br",2621,7.64,6.72,100,3.5,2,2,2,2,"0"
"98",-39.8333333333333,70,1000,-2,1981,"re",2428,22.6,13.4,100,5,3,2.3,2.7,2,"1"
"26",-39.6333333333333,100,850,-2,1980,"ob",1522,16.13,9.95,50,4.3,4.5,3.3,3.5,3,"1"
